lat,lon,ccf,gdp_weight,cloud_norm,gdp_norm,combined_score
36.0,138.686457193625,0.5615,0.037937985567368486,0.06779163773829788,0.14008568933725685,0.06779163773829788
51.445,116.0,0.5670000000000001,0.02047646294772645,0.05810711831294402,0.07560916543993573,0.05810711831294402
44.555,24.772035045596123,0.5708333333333332,0.003603566566864521,0.05135730174375841,0.013306138927579432,0.05135730174375841
66.555,-144.0,0.5737500000000001,0.27081985038419554,0.046221571745464374,0.9999999963075084,0.046221571745464374
26.0,103.38211035348948,0.5765000000000001,0.17655739681395888,0.04137931203278744,0.6519366874752756,0.04137931203278744
68.555,136.51749663429717,0.5773333333333334,0.02047646294772645,0.0399119606047037,0.07560916543993573,0.0399119606047037
68.0,156.0,0.5779166666666665,0.02047646294772645,0.038884814605045226,0.07560916543993573,0.038884814605045226
43.445,-70.0,0.5789166666666666,0.0,0.03712399289134438,0.0,0.03712399289134438
66.0,115.36539341858624,0.58275,0.02047646294772645,0.03037417632215844,0.07560916543993573,0.03037417632215844
47.445,-105.1700341752777,0.58575,0.27081985038419554,0.02509171118105613,0.9999999963075084,0.02509171118105613
70.555,97.6237509585064,0.5869166666666666,0.02047646294772645,0.02303741918173896,0.07560916543993573,0.02303741918173896
35.445,128.0,0.5899166666666665,0.0176652335308237,0.017754954040637094,0.06522872470586771,0.017754954040637094
66.555,-123.36539341858624,0.5919166666666668,0.02113395418721238,0.014233310613235295,0.07803694625484058,0.014233310613235295
28.555,119.37102095294767,0.5941666666666667,0.17655739681395888,0.010271461757408673,0.6519366874752756,0.010271461757408673
16.0,120.57773605033898,0.5945,0.004348209651377702,0.009684521186175132,0.01605572718969247,0.009684521186175132
50.0,129.1360201609605,0.5946666666666668,0.02047646294772645,0.009391050900558362,0.07560916543993573,0.009391050900558362
